AGENCY,RECIPIENT,AWARD DESCRIPTION,PAYMENT DATE,PAYMENT,ORG TYPE
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,352",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,352",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,352",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,375",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,812",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,352",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,352",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,351",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,352",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,352",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$5,157",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,352",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,352",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,352",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,375",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,789",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,874",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,352",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,416",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,352",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,352",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,352",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,351",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,375",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,370",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,382",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$6,174",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,352",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,352",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,352",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,352",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,352",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$9,267",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$9,566",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$6,500",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$7,936",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$11,294",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$11,650",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$40,551",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$9,778",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$12,525",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$12,539",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$9,073",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$10,036",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$1,029",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$11,350",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$11,760",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$35,282",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$17,900",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$4,244",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$14,273",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$12,684",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$16,543",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$1,609",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,$76,State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$3,747",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$10,384",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$10,689",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$13,598",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$8,958",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$8,901",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$13,560",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$9,385",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$11,342",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$2,393",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$10,596",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$11,485",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$10,817",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$10,929",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$10,145",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$15,740",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$10,919",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$104,030",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$250,597",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$72,729",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$321,235",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$216,415",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$104,556",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$104,210",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$335,676",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$112,313",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$99,599",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$96,697",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$133,657",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$74,995",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$96,892",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$129,837",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$31,095",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$38,262",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$1,721",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$20,677",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$13,761",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$20,040",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$44,651",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$31,249",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$6,451",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$148,955",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$76,424",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$33,308",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$26,987",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$10,277",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$43,675",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$28,365",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$32,728",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$12,342",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$27,659",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$30,699",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$31,834",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$13,106",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$3,493",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$35,919",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$18,725",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$4,542",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$23,101",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$29,848",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$33,886",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$29,858",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$104,964",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$13,145",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$135,948",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$75,601",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$29,538",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$25,218",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$25,665",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$26,762",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$15,482",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$31,758",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$35,257",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$39,682",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$60,183",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$38,896",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$36,079",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$31,329",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$13,273",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$4,458",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$125,454",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF PITTSBURGH, THE","State - University, College, Jr. College",3/6/2025,"$36,495",State Univ/College
